ticket_id,agency_name,inspector_name,violator_name,violation_street_number,violation_street_name,violation_zip_code,mailing_address_str_number,mailing_address_str_name,city,state,zip_code,non_us_str_code,country,ticket_issued_date,hearing_date,violation_code,violation_description,disposition,fine_amount,admin_fee,state_fee,late_fee,discount_amount,clean_up_cost,judgment_amount,grafitti_status,payment_amount,payment_date,payment_status,balance_due,collection_status,compliance,compliance_detail
532,Buildings,Inspector_1,Violator_31,7924,Street_11,48201,5754,Mail_Street_21,Detroit,MI,48201,,USA,2021-06-15,2021-07-16,CODE_1,Safety violations,Pending,278.0672034631882,20.0,10.0,17.187651213592424,0.0,0.0,527.364152514557,,1149.494490858778,2021-08-14,Paid,218.38858466165985,,1.0,
533,Police,Inspector_2,Violator_32,1362,Street_12,48202,4468,Mail_Street_22,Detroit,MI,48202,,USA,2021-06-16,2021-07-17,CODE_2,Other violations,Pending,187.09374068552287,20.0,10.0,47.652647083223734,0.0,0.0,549.2007308099091,,989.1215831074494,2021-08-15,Pending,260.09036828337986,,1.0,
534,Police,Inspector_3,Violator_33,3604,Street_13,48203,3724,Mail_Street_23,Detroit,MI,48203,,USA,2021-06-17,2021-07-18,CODE_3,Safety violations,Not responsible,159.91625227128705,20.0,10.0,73.78804151687423,0.0,0.0,656.3092051900942,,677.8097240609119,2021-08-16,Pending,147.46556790193216,,0.0,
535,Health,Inspector_4,Violator_34,5286,Street_14,48204,3376,Mail_Street_24,Detroit,MI,48204,,USA,2021-06-18,2021-07-19,CODE_4,Other violations,Not responsible,75.88751135327436,20.0,10.0,13.90022051990777,0.0,0.0,874.0399791786308,,215.5883590042152,2021-08-17,Paid,7.63241982301488,,0.0,
536,Buildings,Inspector_5,Violator_35,4738,Street_15,48205,4743,Mail_Street_25,Detroit,MI,48205,,USA,2021-06-19,2021-07-20,CODE_0,Other violations,Responsible,547.4071609603802,20.0,10.0,44.007107506649845,0.0,0.0,1094.833040122077,,119.71626924341088,2021-08-18,Paid,110.06462209876334,,0.0,
537,Health,Inspector_6,Violator_36,3469,Street_16,48206,2514,Mail_Street_26,Detroit,MI,48206,,USA,2021-06-20,2021-07-21,CODE_1,Improper waste disposal,Not responsible,257.346879059043,20.0,10.0,48.28512744101048,0.0,0.0,234.26219075434568,,65.41426789303104,2021-08-19,Unpaid,140.96844217087923,,1.0,
538,Buildings,Inspector_7,Violator_37,5795,Street_17,48207,2702,Mail_Street_27,Detroit,MI,48207,,USA,2021-06-21,2021-07-22,CODE_2,Safety violations,Not responsible,989.9601774906499,20.0,10.0,21.228564166859133,0.0,0.0,140.8698701504959,,799.8309981424604,2021-08-20,Unpaid,221.79985065909358,,1.0,
539,Buildings,Inspector_8,Violator_38,7150,Street_18,48208,3653,Mail_Street_28,Detroit,MI,48208,,USA,2021-06-22,2021-07-23,CODE_3,Failure to maintain exterior,Responsible,595.7149180785955,20.0,10.0,11.555837668063173,0.0,0.0,100.75498162565327,,969.0435064775918,2021-08-21,Pending,85.55123920670094,,0.0,
540,Buildings,Inspector_9,Violator_39,1556,Street_19,48209,4066,Mail_Street_29,Detroit,MI,48209,,USA,2021-06-23,2021-07-24,CODE_4,Improper waste disposal,Pending,180.9910058882099,20.0,10.0,83.64209229856395,0.0,0.0,240.8559434370742,,610.4207408208948,2021-08-22,Paid,436.6271783458363,,1.0,
541,Buildings,Inspector_0,Violator_40,3808,Street_0,48200,2022,Mail_Street_0,Detroit,MI,48200,,USA,2021-06-24,2021-07-25,CODE_0,Other violations,Pending,704.324413770797,20.0,10.0,50.24656497627655,0.0,0.0,816.9034240754211,,65.65700980036793,2021-08-23,Unpaid,352.45556636566806,,1.0,
542,Buildings,Inspector_1,Violator_41,6150,Street_1,48201,4460,Mail_Street_1,Detroit,MI,48201,,USA,2021-06-25,2021-07-26,CODE_1,Other violations,Responsible,902.856388184239,20.0,10.0,1.4381235984152974,0.0,0.0,894.7743273560762,,642.5646895096058,2021-08-24,Pending,42.60023877983099,,1.0,
543,Police,Inspector_2,Violator_42,8561,Street_2,48202,7149,Mail_Street_2,Detroit,MI,48202,,USA,2021-06-26,2021-07-27,CODE_2,Failure to maintain exterior,Pending,757.9205206011336,20.0,10.0,80.29813013091038,0.0,0.0,960.8863991514968,,1122.8991138294605,2021-08-25,Pending,325.0462255699657,,1.0,
544,Health,Inspector_3,Violator_43,3719,Street_3,48203,7926,Mail_Street_3,Detroit,MI,48203,,USA,2021-06-27,2021-07-28,CODE_3,Other violations,Not responsible,122.61786798747528,20.0,10.0,98.07938054145848,0.0,0.0,352.9531973328638,,717.1358291189525,2021-08-26,Pending,326.8282382028102,,0.0,
545,Police,Inspector_4,Violator_44,7506,Street_4,48204,8251,Mail_Street_4,Detroit,MI,48204,,USA,2021-06-28,2021-07-29,CODE_4,Safety violations,Responsible,901.0899721330265,20.0,10.0,60.59261954142473,0.0,0.0,422.6021908529023,,971.3129861553779,2021-08-27,Unpaid,478.11058682181385,,0.0,
546,Buildings,Inspector_5,Violator_45,4741,Street_5,48205,9534,Mail_Street_5,Detroit,MI,48205,,USA,2021-06-29,2021-07-30,CODE_0,Improper waste disposal,Responsible,804.2329165669665,20.0,10.0,50.37083870840707,0.0,0.0,621.1108030333594,,960.1831780701007,2021-08-28,Unpaid,1.5104356780806238,,0.0,
547,Health,Inspector_6,Violator_46,4998,Street_6,48206,3304,Mail_Street_6,Detroit,MI,48206,,USA,2021-06-30,2021-07-31,CODE_1,Other violations,Responsible,200.38870510033362,20.0,10.0,87.84158630449616,0.0,0.0,150.76506848345366,,1118.5549197367834,2021-08-29,Paid,123.9662249029036,,0.0,
548,Buildings,Inspector_7,Violator_47,3403,Street_7,48207,9295,Mail_Street_7,Detroit,MI,48207,,USA,2021-07-01,2021-08-01,CODE_2,Other violations,Pending,99.19659429617602,20.0,10.0,95.25167896845986,0.0,0.0,764.4785059965957,,924.274518779848,2021-08-30,Paid,463.89573968765774,,1.0,
549,Health,Inspector_8,Violator_48,9780,Street_8,48208,5300,Mail_Street_8,Detroit,MI,48208,,USA,2021-07-02,2021-08-02,CODE_3,Failure to maintain exterior,Responsible,579.445046548593,20.0,10.0,75.45369159024605,0.0,0.0,1181.7832377168486,,897.2406168157074,2021-08-31,Pending,466.06695769914154,,1.0,
550,Police,Inspector_9,Violator_49,1294,Street_9,48209,7230,Mail_Street_9,Detroit,MI,48209,,USA,2021-07-03,2021-08-03,CODE_4,Safety violations,Responsible,198.23402077297806,20.0,10.0,44.545292973428786,0.0,0.0,484.1030687433629,,280.9231979647687,2021-09-01,Pending,360.2932096853187,,1.0,
551,Health,Inspector_0,Violator_0,6343,Street_10,48200,8279,Mail_Street_10,Detroit,MI,48200,,USA,2021-07-04,2021-08-04,CODE_0,Other violations,Responsible,842.8614049655084,20.0,10.0,59.22213993314405,0.0,0.0,923.18917210235,,71.91018638529773,2021-09-02,Unpaid,382.88166052377,,1.0,
552,Health,Inspector_1,Violator_1,2136,Street_11,48201,2361,Mail_Street_11,Detroit,MI,48201,,USA,2021-07-05,2021-08-05,CODE_1,Failure to maintain exterior,Pending,390.4179238380901,20.0,10.0,70.09353650179992,0.0,0.0,640.037985437961,,621.1193580645693,2021-09-03,Unpaid,45.74147896482356,,0.0,
553,Health,Inspector_2,Violator_2,3064,Street_12,48202,9353,Mail_Street_12,Detroit,MI,48202,,USA,2021-07-06,2021-08-06,CODE_2,Other violations,Not responsible,917.2478224997466,20.0,10.0,19.427357100180142,0.0,0.0,223.14926568362867,,149.32104953610624,2021-09-04,Paid,256.9379173891168,,0.0,
554,Health,Inspector_3,Violator_3,8009,Street_13,48203,5727,Mail_Street_13,Detroit,MI,48203,,USA,2021-07-07,2021-08-07,CODE_3,Failure to maintain exterior,Responsible,587.4037635339555,20.0,10.0,44.720103221643804,0.0,0.0,732.1059426588967,,1154.6350515335896,2021-09-05,Paid,115.7914956444997,,0.0,
555,Health,Inspector_4,Violator_4,5543,Street_14,48204,9751,Mail_Street_14,Detroit,MI,48204,,USA,2021-07-08,2021-08-08,CODE_4,Failure to maintain exterior,Not responsible,223.53876502768475,20.0,10.0,82.9821264717285,0.0,0.0,415.85918065735274,,347.9097151596343,2021-09-06,Paid,90.60902180680863,,0.0,
556,Buildings,Inspector_5,Violator_5,2007,Street_15,48205,8272,Mail_Street_15,Detroit,MI,48205,,USA,2021-07-09,2021-08-09,CODE_0,Safety violations,Pending,182.61892399181008,20.0,10.0,65.4725348498443,0.0,0.0,118.53159346787322,,1023.5330440611517,2021-09-07,Unpaid,405.15164956166626,,0.0,
557,Health,Inspector_6,Violator_6,6445,Street_16,48206,7995,Mail_Street_16,Detroit,MI,48206,,USA,2021-07-10,2021-08-10,CODE_1,Other violations,Pending,597.6488156798662,20.0,10.0,41.12040672118541,0.0,0.0,791.121297731873,,465.1495502429512,2021-09-08,Pending,67.51906834027372,,0.0,
558,Health,Inspector_7,Violator_7,6352,Street_17,48207,3284,Mail_Street_17,Detroit,MI,48207,,USA,2021-07-11,2021-08-11,CODE_2,Safety violations,Pending,773.7894312693218,20.0,10.0,66.33625340146814,0.0,0.0,1042.004231243695,,387.83309982885294,2021-09-09,Paid,234.3258184981926,,0.0,
559,Police,Inspector_8,Violator_8,2435,Street_18,48208,2514,Mail_Street_18,Detroit,MI,48208,,USA,2021-07-12,2021-08-12,CODE_3,Failure to maintain exterior,Pending,792.430365355073,20.0,10.0,11.822241207245987,0.0,0.0,466.14213892785904,,1122.1902868519453,2021-09-10,Paid,469.28911979301654,,0.0,
560,Health,Inspector_9,Violator_9,1571,Street_19,48209,2448,Mail_Street_19,Detroit,MI,48209,,USA,2021-07-13,2021-08-13,CODE_4,Improper waste disposal,Not responsible,311.9695342192172,20.0,10.0,40.149761056487634,0.0,0.0,517.131012878303,,435.9870865034688,2021-09-11,Unpaid,92.91602778267128,,1.0,
561,Police,Inspector_0,Violator_10,3382,Street_0,48200,8019,Mail_Street_20,Detroit,MI,48200,,USA,2021-07-14,2021-08-14,CODE_0,Other violations,Responsible,244.0344209665591,20.0,10.0,79.31285379630563,0.0,0.0,1077.9442849232769,,468.34549039576376,2021-09-12,Paid,488.9967118691173,,0.0,
562,Buildings,Inspector_1,Violator_11,6084,Street_1,48201,9271,Mail_Street_21,Detroit,MI,48201,,USA,2021-07-15,2021-08-15,CODE_1,Improper waste disposal,Pending,65.91848926776329,20.0,10.0,22.0508787136648,0.0,0.0,991.2418709714386,,127.310135535491,2021-09-13,Pending,497.14399288052954,,0.0,
563,Health,Inspector_2,Violator_12,1277,Street_2,48202,7602,Mail_Street_22,Detroit,MI,48202,,USA,2021-07-16,2021-08-16,CODE_2,Other violations,Pending,695.2391936411109,20.0,10.0,18.596150755741768,0.0,0.0,880.7471623779904,,804.5359983390111,2021-09-14,Unpaid,277.80857734120144,,0.0,
564,Police,Inspector_3,Violator_13,8059,Street_3,48203,7343,Mail_Street_23,Detroit,MI,48203,,USA,2021-07-17,2021-08-17,CODE_3,Safety violations,Not responsible,122.73984551186203,20.0,10.0,95.08186599164314,0.0,0.0,358.65271140352564,,346.6072973730162,2021-09-15,Paid,85.07137008857896,,1.0,
565,Police,Inspector_4,Violator_14,2887,Street_4,48204,3855,Mail_Street_24,Detroit,MI,48204,,USA,2021-07-18,2021-08-18,CODE_4,Safety violations,Not responsible,449.7231416776295,20.0,10.0,20.98976295862307,0.0,0.0,1099.4426535626417,,702.7250014074086,2021-09-16,Paid,158.05244397044783,,0.0,
566,Buildings,Inspector_5,Violator_15,2265,Street_5,48205,6969,Mail_Street_25,Detroit,MI,48205,,USA,2021-07-19,2021-08-19,CODE_0,Safety violations,Pending,621.5980558173814,20.0,10.0,26.091857965016807,0.0,0.0,252.94564844391854,,709.6220448638513,2021-09-17,Unpaid,212.24641633826758,,0.0,
567,Health,Inspector_6,Violator_16,8491,Street_6,48206,5562,Mail_Street_26,Detroit,MI,48206,,USA,2021-07-20,2021-08-20,CODE_1,Safety violations,Responsible,940.2534976736931,20.0,10.0,96.96159389043379,0.0,0.0,781.9829817472885,,863.0396347149205,2021-09-18,Unpaid,154.66211217911146,,1.0,
568,Health,Inspector_7,Violator_17,2040,Street_7,48207,4520,Mail_Street_27,Detroit,MI,48207,,USA,2021-07-21,2021-08-21,CODE_2,Safety violations,Responsible,346.2120301079802,20.0,10.0,73.47085702650257,0.0,0.0,112.25732221210095,,894.2897834069295,2021-09-19,Paid,140.31778993825787,,0.0,
569,Police,Inspector_8,Violator_18,9073,Street_8,48208,5081,Mail_Street_28,Detroit,MI,48208,,USA,2021-07-22,2021-08-22,CODE_3,Improper waste disposal,Pending,287.2835543241938,20.0,10.0,69.95965330235282,0.0,0.0,800.9661830839393,,617.3429212818473,2021-09-20,Pending,486.11485460817875,,1.0,
570,Health,Inspector_9,Violator_19,3752,Street_9,48209,3428,Mail_Street_29,Detroit,MI,48209,,USA,2021-07-23,2021-08-23,CODE_4,Safety violations,Not responsible,671.4521465717935,20.0,10.0,85.29263838545813,0.0,0.0,390.401674098163,,397.1903371240836,2021-09-21,Unpaid,76.68241370787283,,0.0,
571,Police,Inspector_0,Violator_20,9213,Street_10,48200,5967,Mail_Street_0,Detroit,MI,48200,,USA,2021-07-24,2021-08-24,CODE_0,Failure to maintain exterior,Pending,638.2770804509025,20.0,10.0,11.582308223679426,0.0,0.0,583.6382144457664,,1004.9410738016807,2021-09-22,Pending,366.6639543584311,,0.0,
572,Health,Inspector_1,Violator_21,5569,Street_11,48201,8445,Mail_Street_1,Detroit,MI,48201,,USA,2021-07-25,2021-08-25,CODE_1,Failure to maintain exterior,Pending,365.5042941427183,20.0,10.0,70.59562365800072,0.0,0.0,466.6962983038995,,371.83877929018166,2021-09-23,Paid,0.20514471958743563,,0.0,
573,Police,Inspector_2,Violator_22,7353,Street_12,48202,8374,Mail_Street_2,Detroit,MI,48202,,USA,2021-07-26,2021-08-26,CODE_2,Improper waste disposal,Not responsible,931.6967437342972,20.0,10.0,50.36886093282389,0.0,0.0,273.48756699575506,,609.0109133631978,2021-09-24,Pending,298.09133470118843,,1.0,
574,Health,Inspector_3,Violator_23,3353,Street_13,48203,7850,Mail_Street_3,Detroit,MI,48203,,USA,2021-07-27,2021-08-27,CODE_3,Other violations,Pending,852.6192111151511,20.0,10.0,82.915064028414,0.0,0.0,776.618484905139,,481.50309984447364,2021-09-25,Paid,457.9715019770262,,0.0,
575,Buildings,Inspector_4,Violator_24,8437,Street_14,48204,2922,Mail_Street_4,Detroit,MI,48204,,USA,2021-07-28,2021-08-28,CODE_4,Failure to maintain exterior,Pending,262.7834185718271,20.0,10.0,50.81417186651943,0.0,0.0,1067.8126217574804,,1026.0940631636258,2021-09-26,Paid,143.9670470466095,,0.0,
576,Health,Inspector_5,Violator_25,5799,Street_15,48205,5137,Mail_Street_5,Detroit,MI,48205,,USA,2021-07-29,2021-08-29,CODE_0,Other violations,Pending,277.185418162797,20.0,10.0,62.02413542689121,0.0,0.0,1154.1743513562917,,518.3022373749945,2021-09-27,Paid,92.76298762885959,,0.0,
577,Health,Inspector_6,Violator_26,1686,Street_16,48206,9080,Mail_Street_6,Detroit,MI,48206,,USA,2021-07-30,2021-08-30,CODE_1,Improper waste disposal,Not responsible,536.6853295427265,20.0,10.0,47.774212639953596,0.0,0.0,295.4279267323849,,463.31902660498116,2021-09-28,Paid,325.8398974392135,,0.0,
578,Buildings,Inspector_7,Violator_27,9476,Street_17,48207,4159,Mail_Street_7,Detroit,MI,48207,,USA,2021-07-31,2021-08-31,CODE_2,Other violations,Responsible,784.8934966441843,20.0,10.0,47.81589235558441,0.0,0.0,883.4575069505302,,827.788431477165,2021-09-29,Pending,356.3007036491966,,0.0,
579,Health,Inspector_8,Violator_28,5811,Street_18,48208,7132,Mail_Street_8,Detroit,MI,48208,,USA,2021-08-01,2021-09-01,CODE_3,Other violations,Responsible,91.83836041904118,20.0,10.0,76.79699780618316,0.0,0.0,824.0600905983641,,722.9293318337312,2021-09-30,Paid,344.01525947599066,,1.0,
580,Buildings,Inspector_9,Violator_29,9954,Street_19,48209,7512,Mail_Street_9,Detroit,MI,48209,,USA,2021-08-02,2021-09-02,CODE_4,Other violations,Not responsible,708.6683960479713,20.0,10.0,62.85664006472832,0.0,0.0,464.58312432352125,,128.69620019501528,2021-10-01,Paid,159.65844001068703,,1.0,
581,Health,Inspector_0,Violator_30,6346,Street_0,48200,4547,Mail_Street_10,Detroit,MI,48200,,USA,2021-08-03,2021-09-03,CODE_0,Other violations,Responsible,665.8241025129921,20.0,10.0,63.32632016094104,0.0,0.0,101.39110327617294,,609.8025676127559,2021-10-02,Pending,126.10120107966544,,0.0,
582,Police,Inspector_1,Violator_31,6043,Street_1,48201,4979,Mail_Street_11,Detroit,MI,48201,,USA,2021-08-04,2021-09-04,CODE_1,Improper waste disposal,Pending,269.90609111733886,20.0,10.0,45.02824838315258,0.0,0.0,852.56619699041,,882.5740659998971,2021-10-03,Unpaid,477.9593999810221,,0.0,
583,Police,Inspector_2,Violator_32,3428,Street_2,48202,8741,Mail_Street_12,Detroit,MI,48202,,USA,2021-08-05,2021-09-05,CODE_2,Failure to maintain exterior,Responsible,697.2853625792814,20.0,10.0,53.11094963375276,0.0,0.0,1138.95424382664,,1190.4897175096276,2021-10-04,Pending,461.6497541349647,,1.0,
584,Health,Inspector_3,Violator_33,6126,Street_3,48203,4281,Mail_Street_13,Detroit,MI,48203,,USA,2021-08-06,2021-09-06,CODE_3,Safety violations,Pending,943.1740316894785,20.0,10.0,74.57176662047873,0.0,0.0,787.9745365455295,,754.976200764383,2021-10-05,Pending,228.65830494641014,,0.0,
585,Health,Inspector_4,Violator_34,9220,Street_4,48204,4649,Mail_Street_14,Detroit,MI,48204,,USA,2021-08-07,2021-09-07,CODE_4,Other violations,Responsible,94.44655272318009,20.0,10.0,82.59409191119182,0.0,0.0,567.5278510901502,,444.3516797295813,2021-10-06,Pending,423.0969330771867,,0.0,
586,Health,Inspector_5,Violator_35,8813,Street_5,48205,2313,Mail_Street_15,Detroit,MI,48205,,USA,2021-08-08,2021-09-08,CODE_0,Failure to maintain exterior,Not responsible,353.6694525274594,20.0,10.0,69.65614021440462,0.0,0.0,668.1723614050238,,271.3819197625421,2021-10-07,Paid,226.161738817148,,0.0,
587,Police,Inspector_6,Violator_36,4356,Street_6,48206,4613,Mail_Street_16,Detroit,MI,48206,,USA,2021-08-09,2021-09-09,CODE_1,Failure to maintain exterior,Responsible,466.2678808330375,20.0,10.0,92.4072988845683,0.0,0.0,303.58426457910764,,1047.3962809839843,2021-10-08,Paid,212.1945090362552,,1.0,
588,Health,Inspector_7,Violator_37,9707,Street_7,48207,5083,Mail_Street_17,Detroit,MI,48207,,USA,2021-08-10,2021-09-10,CODE_2,Improper waste disposal,Responsible,904.297340978455,20.0,10.0,82.0324088147201,0.0,0.0,920.609463404186,,977.4782545362033,2021-10-09,Paid,78.38147379964732,,1.0,
589,Police,Inspector_8,Violator_38,8266,Street_8,48208,4256,Mail_Street_18,Detroit,MI,48208,,USA,2021-08-11,2021-09-11,CODE_3,Failure to maintain exterior,Responsible,964.1483742786988,20.0,10.0,56.186378980951844,0.0,0.0,915.9902096110309,,280.7073849352618,2021-10-10,Unpaid,213.20302824598642,,1.0,
590,Buildings,Inspector_9,Violator_39,7540,Street_9,48209,8093,Mail_Street_19,Detroit,MI,48209,,USA,2021-08-12,2021-09-12,CODE_4,Improper waste disposal,Not responsible,471.90948417151566,20.0,10.0,67.14060726437368,0.0,0.0,242.97937643391595,,240.75850817588815,2021-10-11,Paid,268.70846929990347,,0.0,
591,Police,Inspector_0,Violator_40,1038,Street_10,48200,3037,Mail_Street_20,Detroit,MI,48200,,USA,2021-08-13,2021-09-13,CODE_0,Other violations,Responsible,762.5269915350816,20.0,10.0,92.6308276921196,0.0,0.0,1063.3357883996182,,858.1641321734107,2021-10-12,Unpaid,11.252163714343233,,0.0,
592,Police,Inspector_1,Violator_41,4342,Street_11,48201,7752,Mail_Street_21,Detroit,MI,48201,,USA,2021-08-14,2021-09-14,CODE_1,Other violations,Not responsible,555.0779725762588,20.0,10.0,61.91680442430584,0.0,0.0,381.4925082101019,,377.94247430251136,2021-10-13,Paid,222.05650258770322,,1.0,
593,Buildings,Inspector_2,Violator_42,3844,Street_12,48202,5489,Mail_Street_22,Detroit,MI,48202,,USA,2021-08-15,2021-09-15,CODE_2,Safety violations,Pending,560.8937880043077,20.0,10.0,82.48069479798306,0.0,0.0,1180.1267882490088,,367.6785580343494,2021-10-14,Pending,390.6781091976002,,0.0,
594,Police,Inspector_3,Violator_43,2098,Street_13,48203,9604,Mail_Street_23,Detroit,MI,48203,,USA,2021-08-16,2021-09-16,CODE_3,Safety violations,Responsible,314.1945393130386,20.0,10.0,68.8810503589987,0.0,0.0,508.85137572171527,,182.74829648118632,2021-10-15,Paid,340.0230281871349,,1.0,
595,Health,Inspector_4,Violator_44,8027,Street_14,48204,9544,Mail_Street_24,Detroit,MI,48204,,USA,2021-08-17,2021-09-17,CODE_4,Safety violations,Not responsible,256.1084335706855,20.0,10.0,55.193636106046654,0.0,0.0,279.2301457826396,,316.7706236517959,2021-10-16,Unpaid,317.5784944319675,,1.0,
596,Health,Inspector_5,Violator_45,2823,Street_15,48205,9187,Mail_Street_25,Detroit,MI,48205,,USA,2021-08-18,2021-09-18,CODE_0,Failure to maintain exterior,Not responsible,323.6050786278391,20.0,10.0,24.18381954153531,0.0,0.0,473.92652470713057,,513.0090691111795,2021-10-17,Unpaid,454.77771421860126,,0.0,
597,Police,Inspector_6,Violator_46,4155,Street_16,48206,4634,Mail_Street_26,Detroit,MI,48206,,USA,2021-08-19,2021-09-19,CODE_1,Other violations,Responsible,578.5116068942253,20.0,10.0,42.599751946842815,0.0,0.0,573.0019681408563,,879.4060047268987,2021-10-18,Paid,9.016004912615006,,1.0,
598,Health,Inspector_7,Violator_47,4093,Street_17,48207,5983,Mail_Street_27,Detroit,MI,48207,,USA,2021-08-20,2021-09-20,CODE_2,Improper waste disposal,Pending,77.69742672098455,20.0,10.0,96.77428248337156,0.0,0.0,157.62470580289022,,403.5697132964997,2021-10-19,Pending,278.52379309611706,,0.0,
599,Police,Inspector_8,Violator_48,6658,Street_18,48208,3778,Mail_Street_28,Detroit,MI,48208,,USA,2021-08-21,2021-09-21,CODE_3,Safety violations,Not responsible,911.8864971385855,20.0,10.0,65.77653832726,0.0,0.0,727.6045869700843,,394.3252073758112,2021-10-20,Paid,393.67442420485355,,1.0,
600,Health,Inspector_9,Violator_49,4778,Street_19,48209,9902,Mail_Street_29,Detroit,MI,48209,,USA,2021-08-22,2021-09-22,CODE_4,Improper waste disposal,Responsible,198.4695240722874,20.0,10.0,56.43953803389896,0.0,0.0,749.3483326531684,,341.89590306292297,2021-10-21,Paid,270.6676913506336,,0.0,
601,Health,Inspector_0,Violator_0,3896,Street_0,48200,7110,Mail_Street_0,Detroit,MI,48200,,USA,2021-08-23,2021-09-23,CODE_0,Improper waste disposal,Pending,259.08424302781725,20.0,10.0,93.29566255282273,0.0,0.0,907.6021099914088,,573.9404010132516,2021-10-22,Paid,161.94777629018958,,0.0,
602,Police,Inspector_1,Violator_1,1988,Street_1,48201,7189,Mail_Street_1,Detroit,MI,48201,,USA,2021-08-24,2021-09-24,CODE_1,Safety violations,Not responsible,542.362367625264,20.0,10.0,58.65117810374487,0.0,0.0,112.6702793656325,,216.7640375295784,2021-10-23,Pending,68.12528254598892,,1.0,
603,Health,Inspector_2,Violator_2,5116,Street_2,48202,5895,Mail_Street_2,Detroit,MI,48202,,USA,2021-08-25,2021-09-25,CODE_2,Other violations,Not responsible,724.6090280204154,20.0,10.0,52.6082518417403,0.0,0.0,686.1868001658897,,582.7568808385506,2021-10-24,Unpaid,443.78153590809563,,1.0,
604,Police,Inspector_3,Violator_3,7446,Street_3,48203,9378,Mail_Street_3,Detroit,MI,48203,,USA,2021-08-26,2021-09-26,CODE_3,Safety violations,Pending,140.94260200717744,20.0,10.0,75.93108551502053,0.0,0.0,139.2563252631441,,845.0106674336279,2021-10-25,Pending,235.3811961938015,,0.0,
605,Health,Inspector_4,Violator_4,5179,Street_4,48204,3124,Mail_Street_4,Detroit,MI,48204,,USA,2021-08-27,2021-09-27,CODE_4,Improper waste disposal,Pending,351.80996266980407,20.0,10.0,71.26656189865444,0.0,0.0,865.2815263626519,,35.748604839146616,2021-10-26,Unpaid,439.0575984928507,,0.0,
606,Health,Inspector_5,Violator_5,2682,Street_5,48205,2697,Mail_Street_5,Detroit,MI,48205,,USA,2021-08-28,2021-09-28,CODE_0,Safety violations,Responsible,970.2408752956393,20.0,10.0,19.316000840843273,0.0,0.0,142.4153439851026,,11.735256366914237,2021-10-27,Unpaid,292.9260612165842,,0.0,
607,Buildings,Inspector_6,Violator_6,6626,Street_6,48206,4179,Mail_Street_6,Detroit,MI,48206,,USA,2021-08-29,2021-09-29,CODE_1,Improper waste disposal,Responsible,299.2258184418984,20.0,10.0,47.13082745741212,0.0,0.0,1101.1351901426287,,90.14749218541107,2021-10-28,Unpaid,337.0960583075004,,0.0,
608,Buildings,Inspector_7,Violator_7,8424,Street_7,48207,9790,Mail_Street_7,Detroit,MI,48207,,USA,2021-08-30,2021-09-30,CODE_2,Improper waste disposal,Not responsible,347.39763780998953,20.0,10.0,47.25154428195852,0.0,0.0,866.3324749106362,,642.7920740737345,2021-10-29,Pending,402.130577189225,,0.0,
609,Police,Inspector_8,Violator_8,1933,Street_8,48208,3404,Mail_Street_8,Detroit,MI,48208,,USA,2021-08-31,2021-10-01,CODE_3,Safety violations,Pending,844.6735660871318,20.0,10.0,37.822451524334475,0.0,0.0,648.2765368953759,,1025.3460998224841,2021-10-30,Paid,329.5777723000672,,0.0,
610,Buildings,Inspector_9,Violator_9,4598,Street_9,48209,7251,Mail_Street_9,Detroit,MI,48209,,USA,2021-09-01,2021-10-02,CODE_4,Failure to maintain exterior,Pending,97.70371010593249,20.0,10.0,51.729348215225315,0.0,0.0,574.4843940749159,,5.861359224302332,2021-10-31,Paid,199.02742033946885,,0.0,
611,Police,Inspector_0,Violator_10,2980,Street_10,48200,3043,Mail_Street_10,Detroit,MI,48200,,USA,2021-09-02,2021-10-03,CODE_0,Safety violations,Pending,491.38251036852233,20.0,10.0,41.31073977271442,0.0,0.0,226.35334606285386,,1123.9935655016172,2021-11-01,Paid,256.8166919643255,,0.0,
612,Buildings,Inspector_1,Violator_11,4056,Street_11,48201,3929,Mail_Street_11,Detroit,MI,48201,,USA,2021-09-03,2021-10-04,CODE_1,Failure to maintain exterior,Not responsible,410.63592622908675,20.0,10.0,19.934548947118312,0.0,0.0,405.91931631242267,,127.53421388464297,2021-11-02,Paid,401.5227623379399,,0.0,
613,Health,Inspector_2,Violator_12,9984,Street_12,48202,8679,Mail_Street_12,Detroit,MI,48202,,USA,2021-09-04,2021-10-05,CODE_2,Improper waste disposal,Pending,350.7574219132186,20.0,10.0,41.23664872746811,0.0,0.0,1053.2341976234038,,1010.3802336698716,2021-11-03,Paid,186.8251481864921,,0.0,
614,Police,Inspector_3,Violator_13,1791,Street_13,48203,3013,Mail_Street_13,Detroit,MI,48203,,USA,2021-09-05,2021-10-06,CODE_3,Improper waste disposal,Pending,321.4146143425263,20.0,10.0,7.22769475731766,0.0,0.0,1092.9871489499933,,579.4257179795361,2021-11-04,Pending,194.06072838424853,,0.0,
615,Police,Inspector_4,Violator_14,6390,Street_14,48204,2226,Mail_Street_14,Detroit,MI,48204,,USA,2021-09-06,2021-10-07,CODE_4,Failure to maintain exterior,Not responsible,136.80539961738873,20.0,10.0,57.578586277441154,0.0,0.0,80.83743337499479,,791.2288647346128,2021-11-05,Pending,47.845058029000576,,1.0,
